"Probe_Set_ID"	"AT_number"	"Description"	"CO2_pvalue"	"Dev_pvalue"	"CO2byDev_pvalue"	"percentchangeco2_primordia"	"percentchangeco2_expanding"	"percentchangeco2_fullexpand"	"Kmeans_cluster"	"mapman_bin"
"259020_at"	"At3g07470"	"not assigned.unknown"	0.598	9.999e-05	0.9128	-0.253494852374566	4.48631334497042	3.78436075946315	4	"35.2"
"259021_at"	"At3g07540"	"not assigned.no ontology.formin homology 2 domain-containing protein"	0.3996	9.999e-05	0.0363	7.3475597117205	14.5874243860599	-36.1866358633897	5	"35.1.20"
"259022_at"	"At3g07420"	"protein.aa activation.asparagine-tRNA ligase"	0.0396	9.999e-05	0.2656	-0.968142777163302	-18.0178645627673	-26.9599568417938	4	"29.1.22"
"259023_at"	"At3g07510"	"not assigned.unknown"	0.5629	9.999e-05	0.5854	-7.42643331209392	-1.33365048929525	1.97392853439907	7	"35.2"
"259029_at"	"At3g09300"	"cell.vesicle transport"	0.622	9.999e-05	0.831	1.17453788342397	4.67509362219011	-0.615725617364911	7	"31.4"
"259030_at"	"At3g09310"	"not assigned.unknown"	0.6473	2e-04	0.47	15.9596340999785	-1.68919802316764	-3.51535386685366	7	"35.2"
"259031_at"	"At3g09360"	"RNA.transcription"	0.4116	9.999e-05	0.9808	5.97604743699773	5.41004946628482	9.11490638432912	7	"27.2"
"259033_at"	"At3g09410"	"cell wall.pectin*esterases.acetyl esterase"	0.0238	9.999e-05	0.203	0.491884313995605	57.4380147985612	30.6420504497194	4	"10.8.2"
"259034_at"	"At3g09420"	"cell wall.pectin*esterases.acetyl esterase"	0.6007	9.999e-05	0.7357	-6.7976714818123	2.13238768296288	-2.44882445566596	4	"10.8.2"
"259037_at"	"At3g09350"	"not assigned.no ontology.armadillo/beta-catenin repeat family protein"	0.0817	9.999e-05	0.0266	5.11874299633275	-6.53423681995727	34.5225876141258	7	"35.1.3"
"259038_at"	"At3g09210"	"RNA.regulation of transcription.unclassified"	0.786	2e-04	0.1627	15.6852570226355	-8.78457281016527	-9.72384427860845	5	"27.3.99"
"259039_at"	"At3g09250"	"not assigned.unknown"	0.1929	9.999e-05	0.0021	9.49455823394673	-11.7404729999238	-4.87758400680561	4	"35.2"
"259041_at"	"At3g07330"	"cell wall.cellulose synthesis"	0.0657	0.0171	0.1891	3.09266201511089	-13.6899476825987	-17.3422502226474	2	"10.2"
"259042_at"	"At3g03450"	"signalling.in sugar and nutrient physiology"	0.6328	0.013	0.1504	-20.5982260803925	-2.48484199250134	15.2851260333002	5	"30.1.1"
"259047_at"	"At3g03390"	"protein.degradation.serine protease"	0.5781	9.999e-05	0.989	-1.79441862664188	-1.37802200001385	-2.58067276188191	4	"29.5.5"
"259048_at"	"At3g03380"	"protein.degradation.serine protease"	0.0342	0.1676	0.2053	-16.4916661519593	-43.7183509564651	-4.4421327549191	3	"29.5.5"
"259050_at"	"At3g03360"	"protein.degradation.ubiquitin.E3.SCF.FBOX"	0.8891	3e-04	0.6219	2.12022046922875	-5.77252537245039	2.30150067098748	7	"29.5.11.4.3.2"
"259051_at"	"At3g03330"	"misc.short chain dehydrogenase/reductase (SDR)"	0.9425	7e-04	0.0966	-1.12742325091825	10.499744029518	-9.14145386680661	2	"26.22"
"259052_at"	"At3g03490"	"cell.organisation"	0.2884	9.999e-05	0.8352	2.5188470172081	11.5013386096488	5.21679262829749	2	"31.1"
"259053_at"	"At3g03320"	"not assigned.unknown"	0.3094	9.999e-05	0.0129	3.86358829618947	-25.6487317643471	10.9031876542367	7	"35.2"
"259055_at"	"At3g03340"	"development.unspecified"	0.6548	9.999e-05	0.311	8.2052388210654	-10.517441588743	12.0342221509922	7	"33.99"
"259056_at"	"At3g03420"	"not assigned.no ontology"	0.1729	9.999e-05	0.1518	-4.25594695348019	-16.8256199040865	4.18956654333865	7	"35.1"
"259059_at"	"At3g07300"	"protein.synthesis.initiation"	0.1767	9.999e-05	0.2838	-6.05343287852262	-13.651051806962	2.90976804836607	7	"29.2.3"
"259061_at"	"At3g07410"	"signalling.G-proteins"	0.7882	9.999e-05	0.8633	-1.99362517665773	0.0110321855115387	11.4489362082209	7	"30.5"
"259065_at"	"At3g07520"	"signalling.in sugar and nutrient physiology"	0.0034	9.999e-05	0.4265	23.2443368476878	82.5130023283239	48.3216780745678	4	"30.1.1"
"259067_at"	"At3g07550"	"protein.degradation.ubiquitin.E3.SCF.FBOX"	0.1237	9.999e-05	0.9865	-9.65471884248603	-7.56189922473158	-9.14105238390428	4	"29.5.11.4.3.2"
"259068_at"	"At3g07560"	"protein.targeting.peroxisomes"	0.073	9.999e-05	0.034	-1.44474470927956	20.555225134856	0.0930463042818561	4	"29.3.5"
"259069_at"	"At3g11710"	"protein.aa activation.lysine-tRNA ligase"	0.9935	9.999e-05	0.0266	-1.52811925892751	-9.35899133843668	11.9584875049011	7	"29.1.6"
"259070_at"	"At3g11670"	"lipid metabolism.glycolipid synthesis.DGDG synthase"	0.5627	9.999e-05	0.9373	4.69282604289203	3.64105105249469	0.585538670974825	4	"11.10.2"
"259071_at"	"At3g11650"	"stress.biotic"	0.3528	7e-04	0.2159	1.8623332741699	-5.66599185764792	26.465942041131	7	"20.1"
"259072_at"	"At3g11700"	"cell wall.cell wall proteins.AGPs"	0.7338	9.999e-05	0.2792	-1.29459759866131	12.6140524648973	-5.8545065829244	4	"10.5.1"
"259073_at"	"At3g02290"	"protein.degradation.ubiquitin.E3.RING"	0.0881	0.006	0.9151	-11.6961451247166	-7.20682717892141	-12.9346766330842	4	"29.5.11.4.2"
"259074_at"	"At3g02130"	"signalling.receptor kinases.misc"	0.62	0.0017	0.5423	-6.37069243354539	13.6864390357337	4.38318587489859	4	"30.2.99"
"259075_at"	"At3g02320"	"RNA.regulation of transcription.unclassified"	0.1025	9.999e-05	0.6123	2.60567850819819	17.4942702491832	19.3740237757201	7	"27.3.99"
"259077_s_at"	"At3g02230"	"cell wall.cell wall proteins.RGP"	0.7791	9.999e-05	0.0792	-11.6058855131461	0.872511287073012	16.9943958270834	7	"10.5.5"
"259078_at"	"At3g05040"	"RNA.processing"	0.4661	4e-04	0.7118	15.6063396959699	0.19185420911651	2.49323016241579	7	"27.1"
"259079_at"	"At3g04950"	"not assigned.unknown"	0.2689	9.999e-05	0.2277	11.2126560838112	-33.1147567266416	-8.66347081524362	7	"35.2"
"259080_at"	"At3g04910"	"protein.postranslational modification.kinase"	0.3863	9.999e-05	0.098	-2.15931509889176	5.67176081065514	-10.3631441827187	4	"29.4.1"
"259081_at"	"At3g05030"	"transport.unspecified cations"	0.0774	9.999e-05	0.0605	9.3836331143779	-14.0590296304668	-31.2657822346672	4	"34.14"
"259082_at"	"At3g04820"	"not assigned.unknown"	0.826	9.999e-05	0.7242	7.65768699124558	-0.0788643533123068	-3.33612030729198	7	"35.2"
"259083_at"	"At3g04810"	"protein.postranslational modification"	0.3088	9.999e-05	0.3099	4.65740988262087	-4.83194928194148	-25.0696939688862	7	"29.4"
"259085_at"	"At3g05000"	"cell.vesicle transport"	0.5462	0.0463	0.8129	-7.28536025653107	-1.33361341401904	-0.464325801596381	3	"31.4"
"259087_at"	"At3g04980"	"stress.abiotic.heat"	0.7574	4e-04	0.5064	0.934525774823794	-19.6207866274902	11.1468362525314	7	"20.2.1"
"259088_at"	"At3g04970"	"RNA.regulation of transcription.unclassified"	0.3276	0.0045	0.8248	12.8434170436538	11.426405357416	1.32001260202223	2	"27.3.99"
"259090_at"	"At3g04920"	"protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S24"	0.9976	9.999e-05	0.0941	-1.19430237590546	-8.86684738304696	11.0903238742494	7	"29.2.1.2.1.24"
"259091_at"	"At3g04890"	"not assigned.unknown"	0.1471	9.999e-05	0.6021	-10.7794119597364	-0.0560614946286603	-9.87653579180194	4	"35.2"
"259092_at"	"At3g04870"	"secondary metabolism.isoprenoids.carotenoids.zeta-carotene desaturase"	0.0403	9.999e-05	0.0137	6.26354114118429	-10.9000854641076	-10.8774296040948	4	"16.1.4.3"
"259093_at"	"At3g04860"	"not assigned.unknown"	0.0218	9.999e-05	0.2426	-3.47457637676772	-11.201173079995	-22.2540149321052	4	"35.2"
"259094_at"	"At3g04940"	"amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL"	0.0452	9.999e-05	0.7249	-6.02168041874333	-10.2341820083952	-14.4824449340657	7	"13.1.5.3.1"
"259095_at"	"At3g05020"	"lipid metabolism.FA synthesis and FA elongation.ACP protein"	0.0744	9.999e-05	0.4043	-9.17988833714488	-3.59963832409228	-22.9350504327139	7	"11.1.12"
"259096_at"	"At3g04840"	"protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S3A"	0.0981	9.999e-05	0.0135	2.58831056348781	-22.0058061564191	2.97961348277323	7	"29.2.1.2.1.53"
"259097_at"	"At3g04830"	"not assigned.unknown"	0.0216	0.0084	0.9749	6.19159789229739	7.45102665148218	7.57532352899363	3	"35.2"
"259098_at"	"At3g04790"	"OPP.non-reductive PP.ribose 5-phosphate isomerase"	0.3467	9.999e-05	0.9186	-1.66138955051341	-3.44775576474345	-4.92591966504929	4	"7.2.4"
"259099_at"	"At3g05010"	"signalling.G-proteins"	0.3994	9.999e-05	0.0914	-7.92638851571103	9.21076586462232	-8.83332971254672	4	"30.5"
"259100_at"	"At3g04880"	"DNA.repair"	0.0725	9.999e-05	0.0851	-0.219497629331057	30.403290334642	1.64652818852762	2	"28.2"
"259102_at"	"At3g11660"	"stress.biotic"	0.4731	9.999e-05	0.0043	-24.6568219633943	37.9077790497551	10.5277710090189	4	"20.1"
"259104_at"	"At3g02170"	"not assigned.unknown"	0.9334	9.999e-05	0.014	-6.4653390360714	40.4515536276415	-25.3230241897092	4	"35.2"
"259105_at"	"At3g05500"	"not assigned.no ontology"	0.0234	0.0036	0.6916	7.82136654837342	12.2588464732331	18.8302590135227	7	"35.1"
"259106_at"	"At3g05490"	"signalling.misc"	0.4855	9.999e-05	0.4901	-4.54713279267754	9.13701924439876	6.45247488453674	4	"30.8"
"259110_at"	"At3g05570"	"not assigned.unknown"	0.999	9.999e-05	0.7075	1.39729460222096	-7.3950835518892	6.47025054635318	7	"35.2"
"259111_at"	"At3g05520"	"cell.organisation"	0.0342	0.1418	0.2119	-1.67804496843571	-5.62325179381157	-14.5692385821756	4	"31.1"
"259112_at"	"At3g05560"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L22"	0.0719	9.999e-05	0.026	-5.28723636546111	-18.8828496918225	6.16471474959398	7	"29.2.1.2.2.22"
"259113_at"	"At3g05510"	"lipid metabolism.Phospholipid synthesis"	0.3178	9.999e-05	0.708	13.8023706071726	-1.68863501258208	14.2552755009744	7	"11.3"
"259114_at"	"At3g05530"	"protein.degradation.ubiquitin.proteasom"	0.7605	9.999e-05	0.6897	-2.42387379628147	-2.87969777144764	2.66638708168954	7	"29.5.11.20"
"259115_at"	"At3g01360"	"not assigned.unknown"	0.3022	0.0322	0.8829	-1.32813163181575	-5.26036270163459	-4.39354781213796	3	"35.2"
"259116_at"	"At3g01350"	"transport.peptides and oligopeptides"	0.8777	9.999e-05	0.915	4.63112228964981	-7.66601978510911	-2.1014011646403	4	"34.13"
"259118_at"	"At3g01310"	"not assigned.unknown"	0.4851	9.999e-05	0.169	3.54746324325223	15.0020755594241	-7.68462604601044	4	"35.2"
"259119_at"	"At3g01340"	"protein.targeting.secretory pathway.plasma membrane"	0.0653	0.0128	0.3304	-0.101425829701255	8.71915820686134	12.1480717579523	6	"29.3.4.4"
"259121_at"	"At3g02220"	"not assigned.unknown"	0.942	9.999e-05	0.0038	2.55350826002829	-14.9467296071912	13.9077539503849	7	"35.2"
"259122_at"	"At3g02210"	"cell wall.cellulose synthesis.COBRA"	0.1628	9.999e-05	0.8312	8.51691800315632	10.9751253192093	22.2361222743654	7	"10.2.2"
"259123_at"	"At3g02200"	"protein.degradation.ubiquitin.proteasom"	0.1164	9.999e-05	0.7865	-3.63822534964138	-8.20643833002287	-10.6962886765282	7	"29.5.11.20"
"259125_at"	"At3g02300"	"cell.division"	0.4259	9.999e-05	0.1448	-8.39275049431084	9.01386390061333	-8.72526872547347	4	"31.2"
"259126_at"	"At3g02280"	"tetrapyrrole synthesis.unspecified"	0.9724	9.999e-05	0.2066	10.9300085867826	6.43790061409373	-14.728116141225	7	"19.99"
"259129_at"	"At3g02150"	"RNA.regulation of transcription.TCP transcription factor family"	0.0521	2e-04	0.2108	0.594544607229195	15.0540574816506	39.3188250219576	3	"27.3.29"
"259130_at"	"At3g02190"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L39"	0.0104	9.999e-05	0.0995	9.10609290767623	6.19757815041364	40.9316536698813	7	"29.2.1.2.2.39"
"259131_at"	"At3g02180"	"development.unspecified"	0.1061	9.999e-05	0.5914	-5.12685275947242	-0.349085202336207	-4.89374962296015	5	"33.99"
"259132_at"	"At3g02250"	"hormone metabolism.auxin.induced-regulated-responsive-activated"	0.7167	9.999e-05	0.8675	-3.67077129365689	0.0337678188912892	-0.0422635445571315	7	"17.2.3"
"259137_at"	"At3g10300"	"signalling.calcium"	0.2063	9.999e-05	0.0923	5.68917499328169	-8.43360630780606	34.8882612997674	3	"30.3"
"259138_s_at"	"At3g10270"	"DNA.synthesis/chromatin structure"	0.0704	9.999e-05	0.0361	10.9306466963314	-17.3680353126631	-19.7543560016381	7	"28.1"
"259140_at"	"At3g10230"	"secondary metabolism.isoprenoids.carotenoids.lycopene beta cyclase"	0.3151	9.999e-05	0.1184	-3.44230918597973	7.35408224133034	-16.2299716216429	4	"16.1.4.5"
"259141_at"	"At3g10220"	"cell.organisation"	0.5368	9.999e-05	0.3828	-3.65448787073438	5.12476425359059	-8.02758419370929	7	"31.1"
"259146_at"	"At3g10370"	"lipid metabolism.glyceral metabolism.FAD-dependent glycerol-3-phosphate dehydrogenase"	0.0874	0.0051	0.6406	-3.63843370064653	-10.0314328570195	-3.48305604444217	4	"11.5.3"
"259147_at"	"At3g10360"	"not assigned.unknown"	0.2393	2e-04	0.2615	-4.64384739576022	3.8520293251686	-19.0451178489314	4	"35.2"
"259148_at"	"At3g10350"	"transport.unspecified anions.arsenite-transporting ATPase"	0.1715	9.999e-05	0.0059	10.1450178968423	-13.0451010228038	-6.67932088227052	4	"34.18.1"
"259149_at"	"At3g10340"	"secondary metabolism.phenylpropanoids.lignin biosynthesis.PAL"	0.1574	9.999e-05	0.6384	-19.6661477608323	-2.04306888318242	-27.7774460830166	7	"16.2.1.1"
"259152_at"	"At3g10210"	"not assigned.no ontology"	0.3322	9.999e-05	0.1181	-14.7500972300246	7.28151819170796	-3.53223294055319	4	"35.1"
"259153_at"	"At3g10250"	"not assigned.unknown"	0.9829	9.999e-05	0.3897	-9.77693081202005	19.6874611987158	-7.91871800723811	2	"35.2"
"259154_at"	"At3g10260"	"not assigned.no ontology"	0.1564	2e-04	0.4125	-1.26119735666142	16.2806445997957	7.93996255784478	3	"35.1"
"259159_at"	"At3g05420"	"lipid metabolism.FA synthesis and FA elongation.acyl-CoA binding protein"	0.4918	9.999e-05	0.1733	5.77903447588956	-6.89227370691611	8.80189063440973	7	"11.1.13"
"259160_at"	"At3g05410"	"not assigned.unknown"	0.0725	2e-04	0.2277	2.86624579003378	-22.058586199502	-13.1848936055659	4	"35.2"
"259161_at"	"At3g01500"	"TCA / org. transformation.carbonic anhydrases"	0.0356	9.999e-05	0.875	-8.19093118883667	-10.173374663808	-13.4048452931977	4	"8.3"
"259162_at"	"At3g01640"	"protein.postranslational modification.kinase"	0.3716	7e-04	0.2714	-6.3546463408298	6.96726976265835	16.6980105092008	3	"29.4.1"
"259163_at"	"At3g01490"	"protein.postranslational modification"	0.6123	9.999e-05	0.3247	10.3874356176896	-3.53504288196915	-16.8517784154601	4	"29.4"
"259164_at"	"At3g01770"	"RNA.regulation of transcription.Global transcription factor group"	0.4383	9.999e-05	0.5016	8.49882701258296	14.3809507971966	-5.43941543649118	4	"27.3.52"
"259165_at"	"At3g01470"	"RNA.regulation of transcription.HB,Homeobox transcription factor family"	0.0598	9.999e-05	0.4993	3.28489856552621	25.3824194255196	14.2939277545901	4	"27.3.22"
"259166_at"	"At3g01670"	"not assigned.unknown"	0.0155	9.999e-05	0.0022	0.474725274725273	2.38591868637502	-39.0470291299297	4	"35.2"
"259171_at"	"At3g03590"	"not assigned.no ontology"	0.445	9.999e-05	0.0704	15.823019324293	-17.1065785148612	-8.72546963847396	7	"35.1"
"259172_at"	"At3g03630"	"amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL"	0.3657	9.999e-05	0.2426	10.3689107492609	-20.9248496328391	-7.32433705747746	5	"13.1.5.3.1"
"259173_at"	"At3g03640"	"misc.gluco-, galacto- and mannosidases"	0.0252	0.3318	0.3136	2.53620444764643	38.4690405085776	33.0292084250597	6	"26.3"
"259174_at"	"At3g03690"	"misc.UDP glucosyl and glucoronyl transferases"	0.9535	0.0149	0.1965	7.09393925361077	-13.6119804566128	9.11485223976004	7	"26.2"
"259175_at"	"At3g01560"	"RNA.regulation of transcription.Trihelix, Triple-Helix transcription factor family"	0.0212	9.999e-05	0.1294	-0.708003051226548	33.8911239060231	14.953576304039	2	"27.3.30"
"259176_at"	"At3g01610"	"protein.degradation.AAA type"	0.7424	9.999e-05	0.834	3.65277068922456	-8.57803983886031	-2.90989133509045	7	"29.5.9"
"259178_at"	"At3g01650"	"protein.degradation.ubiquitin.E3.RING"	0.0118	0.0542	0.0502	4.26826415780857	-28.2852455562078	-17.8029350104822	1	"29.5.11.4.2"
"259179_at"	"At3g01660"	"not assigned.no ontology"	0.0557	9.999e-05	0.4517	-2.20904863977814	-16.8067757260406	-9.81544506239451	4	"35.1"
"259180_at"	"At3g01680"	"not assigned.unknown"	0.0233	9.999e-05	0.0645	-2.85236603127628	-5.85718451081231	-29.2471959341045	4	"35.2"
"259181_at"	"At3g01690"	"not assigned.unknown"	0.3979	9.999e-05	0.1236	-9.91458222810125	11.3004814834833	-11.3587414770762	4	"35.2"
"259182_at"	"At3g01750"	"cell.organisation"	0.2684	0.0343	0.1817	-27.0404702690482	0.644523637173563	2.45795226949156	4	"31.1"
"259184_at"	"At3g01520"	"stress.abiotic.unspecified"	0.7274	9.999e-05	0.009	-16.8724232820674	18.7732613586345	-2.90984627802597	4	"20.2.99"
"259185_at"	"At3g01550"	"transport.metabolite transporters at the envelope membrane"	0.4632	9.999e-05	0.4671	-13.7921769811015	10.0767192641602	-13.1112864728743	4	"34.8"
"259186_at"	"At3g01590"	"minor CHO metabolism.others"	0.1434	9.999e-05	0.4654	1.07184478996827	16.7012488311228	4.91449543666952	2	"3.5"
"259188_at"	"At3g01510"	"misc.acid and other phosphatases"	0.4827	9.999e-05	0.6883	2.38051022539984	-5.8573201067893	-6.99501472092298	4	"26.13"
"259190_at"	"At3g01780"	"not assigned.unknown"	0.6089	9.999e-05	0.1501	-1.47815816219088	-3.94759712319138	10.8647396643081	5	"35.2"
"259191_at"	"At3g01720"	"not assigned.unknown"	0.0198	9.999e-05	0.135	-1.97713110750889	35.8081446681418	24.1750632014505	4	"35.2"
"259192_at"	"At3g01740"	"protein.synthesis.ribosomal protein.prokaryotic.mitochondrion.50S subunit.L37"	0.1556	9.999e-05	0.3803	2.79677026219492	2.70984058997392	20.429536222385	7	"29.2.1.1.2.2.37"
"259193_at"	"At3g01480"	"protein.folding"	0.0409	9.999e-05	0.0577	4.30374118496972	-10.7390925331646	-22.9742252250719	4	"29.6"
"259194_at"	"At3g01540"	"RNA.processing.RNA helicase"	0.5144	0.0012	0.6528	6.04798184723714	-4.01251519196938	12.4521905128757	4	"27.1.2"
"259196_at"	"At3g03600"	"protein.synthesis.ribosomal protein.prokaryotic.mitochondrion.30S subunit.S2"	0.4994	9.999e-05	0.0133	-3.54034766620497	-22.1288851554062	19.7993683607025	7	"29.2.1.1.2.1.2"
"259199_at"	"At3g08980"	"protein.degradation"	0.0642	9.999e-05	0.1819	0.169200700230591	-9.21590762277322	-24.3433530662682	7	"29.5"
"259200_at"	"At3g09070"	"not assigned.no ontology.glycine rich proteins"	0.8627	9.999e-05	0.639	3.79310344827586	2.73305590612955	-9.47936624485161	7	"35.1.40"
"259202_at"	"At3g09100"	"DNA.synthesis/chromatin structure"	0.2321	9.999e-05	0.3723	-8.45463493149533	-6.51357273824962	2.47564697284446	7	"28.1"
"259207_at"	"At3g09050"	"not assigned.unknown"	0.1094	9.999e-05	0.4901	-0.101895871057733	-16.9192907956928	-16.2724970651366	4	"35.2"
"259210_at"	"At3g09150"	"PS.lightreaction.other electron carrier (ox/red).ferredoxin oxireductase"	0.7432	9.999e-05	0.2643	8.62718881978789	-9.62454028155399	6.70523131821414	7	"1.1.5.4"
"259212_at"	"At3g09180"	"not assigned.unknown"	0.1914	0.0039	0.7344	-5.73464508582161	-0.708689832386784	-6.89952466542509	7	"35.2"
"259214_at"	"At3g09085"	"not assigned.unknown"	0.7046	9.999e-05	0.4046	12.4231725380823	-4.89654852907111	-0.716880959403637	3	"35.2"
"259215_at"	"At3g09090"	"development.unspecified"	0.2559	9.999e-05	0.2076	6.82246074275815	-11.9591298804553	-10.0896175104775	7	"33.99"
"259216_at"	"At3g09000"	"not assigned.no ontology.proline rich family"	0.7618	9.999e-05	0.8665	1.51776717534082	-0.730454823167301	-8.05834466408674	7	"35.1.42"
"259219_at"	"At3g03560"	"not assigned.unknown"	0.0277	9.999e-05	0.1401	-1.76161854489404	21.4019652377651	34.3409270245317	4	"35.2"
"259222_at"	"At3g03680"	"not assigned.no ontology.C2 domain-containing protein"	0.3406	9.999e-05	0.5258	5.49321460463596	-14.097631899995	-15.2316369445441	7	"35.1.19"
"259224_at"	"At3g07800"	"nucleotide metabolism.salvage.nucleoside kinases.thymidine kinase"	0.1298	9.999e-05	0.1432	4.05693111990613	-2.35236054203199	22.4432811564671	7	"23.3.2.3"
"259225_at"	"At3g07590"	"RNA.processing"	0.8023	9.999e-05	8e-04	-5.06262451244733	-23.6425938389322	33.0743343185916	7	"27.1"
"259226_at"	"At3g07700"	"not assigned.no ontology.ABC1 family protein"	0.4252	9.999e-05	0.1594	-9.57826155278076	20.0124913116691	5.77011969818597	4	"35.1.1"
"259227_at"	"At3g07750"	"RNA.processing.ribonucleases"	0.0235	9.999e-05	0.0612	-0.202898606050317	-25.1778740433398	-5.40752380916145	7	"27.1.19"
"259228_at"	"At3g07720"	"not assigned.no ontology"	0.0041	9.999e-05	0.0054	-11.6508072078768	43.8510970306647	55.6237269447003	4	"35.1"
"259229_at"	"At3g07740"	"RNA.regulation of transcription.Histone acetyltransferases"	0.6714	4e-04	0.0683	12.8047150719752	-8.90782725877495	-7.54391319178185	3	"27.3.54"
"259230_at"	"At3g07780"	"not assigned.unknown"	0.003	9.999e-05	0.552	14.6518317485385	35.4098800133228	20.9397517636851	6	"35.2"
"259231_at"	"At3g11410"	"protein.postranslational modification"	0.7315	9.999e-05	0.5909	-4.41742601411917	7.62085731196351	-9.2797133316542	4	"29.4"
"259232_at"	"At3g11420"	"not assigned.no ontology"	0.0108	9.999e-05	0.0416	-5.17489218974605	30.9921741148614	30.0027259383518	4	"35.1"
"259236_at"	"At3g11530"	"protein.targeting.secretory pathway.vacuole"	0.8505	9.999e-05	0.5898	-3.13143524808548	5.26717823253016	-4.05322078225832	4	"29.3.4.3"
"259237_at"	"At3g11630"	"redox.peroxiredoxin.BAS1"	0.0244	9.999e-05	0.2885	-1.12745421289917	-10.2544105597859	-12.9641435871134	4	"21.5.1"
"259238_at"	"At3g11400"	"protein.synthesis.initiation"	0.3475	9.999e-05	0.2034	5.08327887344119	-4.87496651986445	8.9309466226871	7	"29.2.3"
"259239_at"	"At3g11510"	"protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S14"	0.2664	9.999e-05	0.0655	-4.77294839403661	-14.9467448783275	8.26924966887477	7	"29.2.1.2.1.14"
"259242_at"	"At3g33520"	"cell.organisation"	0.0862	3e-04	0.1077	6.26352626105256	-15.0618249352427	-14.4101625632108	7	"31.1"
"259244_at"	"At3g07650"	"RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family"	0.1101	9.999e-05	0.6917	-2.73725683125625	-6.82926575253378	-10.5147354366577	4	"27.3.7"
"259245_at"	"At3g07660"	"not assigned.unknown"	0.6901	9.999e-05	0.6017	2.6924135106948	-7.01821145486627	-0.16059886218541	7	"35.2"
"259247_at"	"At3g07570"	"not assigned.unknown"	0.5687	9.999e-05	0.3734	-7.91085975356722	11.3507296295727	7.99484902027051	4	"35.2"
"259248_at"	"At3g07770"	"stress.abiotic.heat"	0.8349	9.999e-05	0.2136	8.29674163048901	-17.4609703237669	7.33868646394936	7	"20.2.1"
"259249_at"	"At3g07790"	"not assigned.no ontology"	0.5809	9.999e-05	0.2834	-0.151683633772416	3.89853236064809	-8.87964817305084	4	"35.1"
"259250_at"	"At3g07580"	"not assigned.unknown"	0.0256	0.4724	0.288	3.17960014576021	38.7193767218651	51.9031439347216	6	"35.2"
"259252_at"	"At3g07610"	"protein.degradation.ubiquitin.E3.RING"	0.2681	0.0039	0.4777	5.47577570896916	-17.7962011521096	-16.5700555325667	7	"29.5.11.4.2"
"259253_at"	"At3g07640"	"not assigned.unknown"	0.0529	9.999e-05	0.4397	-0.959940673747928	-8.78455731321717	-5.56735796506284	7	"35.2"
"259254_at"	"At3g07630"	"amino acid metabolism.synthesis.aromatic aa.phenylalanine.arogenate dehydratase / prephenate dehydratase"	0.9544	9.999e-05	0.3934	11.4575425477481	-8.39257712791306	-1.08558105780338	7	"13.1.6.3.1"
"259255_at"	"At3g07690"	"lipid metabolism.glyceral metabolism.Glycerol-3-phosphate dehydrogenase (NAD+)"	0.8564	0.0028	0.9981	-0.708766815427373	-1.13292591808374	-0.480537188088231	5	"11.5.2"
"259256_at"	"At3g07680"	"protein.targeting.secretory pathway.unspecified"	0.0439	0.0013	0.3173	0.969244495910318	10.6494464526544	17.1529167957107	3	"29.3.4.99"
"259257_at"	"At3g07760"	"not assigned.unknown"	0.1142	9.999e-05	0.8333	3.49488788103855	9.48224367497157	8.45270204096006	2	"35.2"
"259258_at"	"At3g07670"	"RNA.regulation of transcription.SET-domain transcriptional regulator family"	0.4768	9.999e-05	0.1152	6.29951303803741	-14.2916858636187	0.704757403363168	4	"27.3.69"
"259259_at"	"At3g11540"	"hormone metabolism.gibberelin.signal transduction"	0.2659	0.0096	0.7905	-11.4416613583618	-1.86626465539945	-6.41037654494516	7	"17.6.2"
"259267_at"	"At3g01130"	"not assigned.unknown"	0.0285	0.0033	0.7692	12.4046877716945	10.5744507062618	21.4936478938856	7	"35.2"
"259270_at"	"At3g01280"	"transport.porins"	0.1083	9.999e-05	0.2285	6.73209975340354	-1.99915966738387	6.34447132731508	7	"34.20"
"259271_at"	"At3g01170"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L34"	0.3781	9.999e-05	0.233	-7.73988726110134	9.85334253743556	14.4296797204472	4	"29.2.1.2.2.34"
"259272_at"	"At3g01290"	"not assigned.no ontology"	1e-04	9.999e-05	0.294	201.98482529445	76.1212200141047	87.6547379495751	4	"35.1"
"259273_s_at"	"At5g15080"	"protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII"	0.2957	4e-04	0.0707	-2.34130166336224	6.03064282882915	-12.8754908720656	3	"29.4.1.57"
"259275_at"	"At3g01060"	"not assigned.unknown"	0.8099	9.999e-05	0.9584	0.185905927359566	5.12479486180475	0.228704487612487	4	"35.2"
"259277_at"	"At3g01180"	"major CHO metabolism.synthesis.starch.starch synthase"	0.24	9.999e-05	0.3597	-7.92644177419028	3.68776800363128	-8.69441436985612	4	"2.1.2.2"
