"Probe_Set_ID"	"Transcript_ID_Array_Design_"	"Variance_Residual"	"SumVariance"	"SampleVariance"	"RSquare"	"F_T3_co2"	"F_T3_dev"	"F_T3_co2_dev"	"PrF_T3_co2"	"PrF_T3_dev"	"PrF_T3_co2_dev"	"Lsmean_co2_A"	"Lsmean_co2_E"	"Lsmean_dev_expanding"	"Lsmean_dev_fullexpand"	"Lsmean_dev_primordia"	"LinearLsmean_A_expanding"	"linearLsmean_A_fullexpand"	"linearLsmean_A_primordia"	"linearLsmean_E_expanding"	"linearLsmean_E_fullexpand"	"linearLsmean_E_primordia"	"percentage_A_PvX"	"percentage_A_PvE"	"percentage_A_EvX"	"percentage_E_PvX"	"percentage_E_PvE"	"percentage_E_EvX"	"neglog10pvalue_A_expanding_E_expanding"	"neglog10pvalue_A_fullexpand_E_fullexpand"	"neglog10pvalue_A_primordia_E_primordia"	"Cluster"	"Lsmean_A_expanding"	"Lsmean_A_fullexpand"	"Lsmean_A_primordia"	"Lsmean_E_expanding"	"Lsmean_E_fullexpand"	"Lsmean_E_primordia"	"BINCODE"	"NAME"	"BINCODE2"	"NAME2"	"BINCODE3"	"NAME3"	"percentchangeco2_primordia"	"percentchangeco2_expanding"	"percentchangeco2_fullexpand"
"258486_at"	"At3g02560"	0.011462	0.011462	0.528152	0.983465	4.51405	469.735	4.57179	0.0495	9.999e-05	0.0269	3.835815	3.737929	3.741292	2.990051	4.629272	14.86199	7.930583	24.70044	12.03388	7.95949	24.79676	-39.8311	-67.893	-46.6385	-51.47	-67.9011	-33.8577	2.513162	0.024301	0.026045	7	3.893555	2.987427	4.626465	3.58903	2.992676	4.63208	"29.2.1.2.1.7"	"protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S7"	NA	NA	NA	NA	0.389952567646563	-19.0291475098557	0.364500314793999
"258491_at"	"At3g02700"	0.023884	0.023884	0.072682	0.74963	0.17667	19.856	3.7797	0.6798	9.999e-05	0.0453	0.906182	0.878228	1.022868	1.047791	0.605957	1.868678	2.170155	1.623075	2.209496	1.969437	1.427197	15.13193	33.70635	16.13316	54.81368	37.99337	-10.8649	1.133793	0.660816	0.963027	4	0.902018	1.117798	0.69873	1.143717	0.977783	0.513184	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	-12.0683270951743	18.2384552073712	-9.24901677529945
"258494_at"	"At3g02450"	0.016135	0.016135	0.076665	0.839653	3.57034	35.4187	5.03687	0.0771	9.999e-05	0.0201	1.450236	1.346951	1.53068	1.086121	1.578979	3.12858	2.287814	2.85053	2.668174	1.970103	3.131229	9.754341	-19.7407	-26.8737	-14.7883	-37.0821	-26.1629	1.380165	1.540106	0.821316	5	1.645508	1.19397	1.51123	1.415853	0.978271	1.646729	"31.2"	"cell.division"	NA	NA	NA	NA	9.84725647511164	-14.7161331978086	-13.887099213485
"258499_at"	"At3g02540"	0.00682	0.00682	0.155275	0.966537	8.38505	214.642	13.0114	0.0105	9.999e-05	4e-04	-0.37792	-0.48082	-0.1827	-0.17108	-0.93433	0.951575	0.962561	0.497552	0.815762	0.819542	0.550353	91.25136	93.45929	1.154465	48.22512	48.912	0.4634	2.340285	2.962545	1.618595	4	-0.07161	-0.05505	-1.00708	-0.29378	-0.28711	-0.86157	"29.5.11.1"	"protein.degradation.ubiquitin.ubiquitin"	NA	NA	NA	NA	10.6121571212657	-14.2724430549352	-14.8581752221418
"258500_at"	"At3g02470"	0.005387	0.005387	0.093466	0.956083	33.3028	155.764	3.45898	9.999e-05	9.999e-05	0.0564	4.180868	4.363146	4.245524	4.608459	3.962036	17.06269	23.3925	14.94774	21.0869	25.43856	16.2483	14.14898	56.49526	37.09738	29.77909	56.56134	20.63679	3.968442	1.479259	1.469186	4	4.092773	4.547974	3.901855	4.398275	4.668945	4.022217	"22.1.2"	"polyamine metabolism.synthesis.SAM decarboxylase"	"35.2"	"not assigned.unknown"	NA	NA	8.70071328508524	23.5848509232718	8.74664956716897
"258507_at"	"At3g06500"	0.036315	0.036315	0.237036	0.883273	7.3638	54.6126	1.82935	0.0153	9.999e-05	0.1925	-0.5238	-0.30127	-0.66626	0.170837	-0.74219	0.605979	0.967129	0.574134	0.65526	1.310296	0.622506	5.546592	68.44995	59.59772	5.261656	110.4873	99.96576	0.319688	2.300389	0.398737	3	-0.72266	-0.04822	-0.80054	-0.60986	0.389893	-0.68384	"2.2.1.3.1"	"major CHO metabolism.degradation.sucrose.invertases.neutral"	NA	NA	NA	NA	8.42521083928142	8.1324600357438	35.4830637898357
"258511_at"	"At3g06590"	0.027441	0.027441	0.383451	0.945476	5.77758	130.22	5.29787	0.0287	9.999e-05	0.0172	-0.06241	-0.23375	0.026774	0.41864	-0.88965	1.050418	1.575581	0.53069	0.987998	1.133981	0.548959	97.93462	196.8932	49.99558	79.97668	106.5693	14.7756	0.281696	3.032673	0.166011	4	0.070964	0.655884	-0.91406	-0.01742	0.181396	-0.86523	"27.3.6"	"RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family"	NA	NA	NA	NA	3.44249938758974	-5.94239626510589	-28.0277561102857
"258519_at"	"At3g06760"	0.020619	0.020619	0.306224	0.9487	5.12438	139.283	6.86855	0.0378	9.999e-05	0.007	-0.08495	0.054932	0.117269	0.508972	-0.67126	0.943236	1.338647	0.66374	1.247334	1.512744	0.594101	42.1092	101.6825	41.9208	109.9532	154.6275	21.27818	2.471955	0.993323	0.87021	4	-0.08431	0.420776	-0.59131	0.318848	0.597168	-0.75122	"20.2.3"	"stress.abiotic.drought/salt"	NA	NA	NA	NA	-10.4919094826287	32.239863618437	13.005445050114
"258526_at"	"At3g06790"	0.021291	0.021291	0.214914	0.924521	1.22937	93.6024	4.11476	0.2839	9.999e-05	0.0362	1.115031	1.04541	0.951416	0.655823	1.633423	2.167769	1.568929	2.987838	1.725029	1.582127	3.221525	-27.4469	-47.4895	-27.6247	-46.453	-50.8889	-8.28409	1.861382	0.041811	0.51146	7	1.116211	0.64978	1.579102	0.786621	0.661865	1.687744	"33.99"	"development.unspecified"	NA	NA	NA	NA	7.82127411191638	-20.4237628640321	0.841210787741194
"258532_at"	"At3g06700"	0.023386	0.023386	0.804907	0.977864	0.47986	348.671	4.67227	0.4984	9.999e-05	0.0252	3.559611	3.514025	3.416423	2.591858	4.602173	11.8868	5.634404	24.47575	9.590167	6.450688	24.10172	-51.4344	-76.9796	-52.5995	-60.2096	-73.2356	-32.7364	1.608799	1.046179	0.075821	7	3.571289	2.494263	4.613281	3.261556	2.689453	4.591064	"29.2.1.2.2.29"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L29"	NA	NA	NA	NA	-1.52816563333095	-19.3208685264327	14.4874950394044
"258536_at"	"At3g06540"	0.014726	0.014726	0.031705	0.646119	9.25829	8.26545	1.48174	0.0078	0.0034	0.2568	-0.75682	-0.59793	-0.72616	-0.53571	-0.77026	0.577415	0.627214	0.572291	0.632883	0.758678	0.600672	0.895372	9.597129	8.624535	5.362392	26.30485	19.87659	0.698098	2.253028	0.368815	6	-0.79232	-0.67297	-0.80518	-0.65999	-0.39844	-0.73535	"30.5"	"signalling.G-proteins"	NA	NA	NA	NA	4.95919034197637	9.60626239359905	20.9599913267242
"258538_at"	"At3g06950"	0.010352	0.010352	0.036874	0.786104	8.75401	20.9653	5.04846	0.0092	9.999e-05	0.02	0.917304	0.78776	0.889079	0.672058	0.99646	2.06372	1.657074	1.96977	1.661988	1.532067	2.020753	4.769588	-15.8747	-19.7045	-17.754	-24.1834	-7.81723	2.766461	0.868668	0.21087	1	1.045247	0.728638	0.978027	0.73291	0.615479	1.014893	"29.1.30"	"protein.aa activation.pseudouridylate synthase"	NA	NA	NA	NA	2.58827172715596	-19.4664004806854	-7.54383932159939
"258548_at"	"At3g06910"	0.024501	0.024501	0.0491	0.619807	6.02191	9.3576	1.08549	0.026	0.002	0.3614	-1.06384	-1.22914	-1.18221	-1.29559	-0.96167	0.490614	0.423983	0.526217	0.395821	0.391404	0.501016	-6.76588	-19.428	-13.581	-20.9964	-21.878	-1.11593	1.559133	0.504735	0.274548	1	-1.02734	-1.23792	-0.92627	-1.33708	-1.35327	-0.99707	"29.5.3"	"protein.degradation.cysteine protease"	NA	NA	NA	NA	-4.78908891198879	-19.3212994329554	-7.68403450138332
"258552_at"	"At3g07010"	0.049534	0.049534	1.386854	0.972787	5.94346	277.222	4.68145	0.0268	9.999e-05	0.0251	1.039863	0.806369	1.794678	1.60553	-0.63086	3.261202	3.679519	0.724305	3.690847	2.516717	0.575788	350.2524	408.0065	12.82705	541.0078	337.0908	-31.8119	0.467934	2.511636	1.28748	4	1.705404	1.879517	-0.46533	1.883952	1.331543	-0.79639	"10.6.3"	"cell wall.degradation.pectate lyases and polygalacturonases"	NA	NA	NA	NA	-20.5047597351944	13.1744369100718	-31.6020110237235
"258553_at"	"At3g06960"	0.022148	0.022148	0.061159	0.724086	3.72658	9.42569	9.09481	0.0715	0.002	0.0023	-0.41964	-0.54327	-0.36092	-0.67279	-0.41064	0.760221	0.745758	0.737038	0.797563	0.527645	0.767852	3.145437	1.183216	-1.90238	3.86935	-31.283	-33.8428	0.238765	3.656703	0.234871	5	-0.39551	-0.42322	-0.44019	-0.32633	-0.92236	-0.3811	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	4.1807885075125	4.91199269686052	-29.2471552433899
"258554_at"	"At3g06980"	0.050294	0.050294	0.270098	0.858128	3.83332	40.516	6.41058	0.0679	9.999e-05	0.009	1.540405	1.351454	1.907308	0.862976	1.567505	4.412518	2.07885	2.682965	3.188801	1.591256	3.27429	64.46425	-22.5167	-52.8874	-2.61091	-51.4015	-50.0986	1.677461	1.566288	1.051655	5	2.141602	1.055786	1.423828	1.673014	0.670166	1.711182	"28.1"	"DNA.synthesis/chromatin structure"	NA	NA	NA	NA	22.0399818857123	-27.7328500416316	-23.4549871323087
"258555_at"	"At3g06860"	0.022226	0.022226	0.04482	0.622184	15.2759	3.23038	1.96717	0.0013	0.0663	0.1722	0.823012	1.073758	0.831299	0.983215	1.03064	1.650962	1.712957	1.957806	1.917584	2.281434	2.131754	-15.6729	-12.5063	3.755082	-10.0466	7.021451	18.97439	1.022125	2.915081	0.58315	6	0.723307	0.776489	0.969238	0.93929	1.189941	1.092041	"11.9.4.9"	"lipid metabolism.lipid degradation.beta-oxidation.multifunctional"	NA	NA	NA	NA	8.88484354425311	16.149493446851	33.1868809316287
"258566_at"	"At3g04110"	0.049574	0.049574	1.523622	0.97521	10.0898	302.701	8.05761	0.0059	9.999e-05	0.0038	-2.169	-1.86465	-1.9314	-0.69159	-3.42749	0.204517	0.537695	0.099985	0.33609	0.712993	0.086399	104.5467	437.774	162.9102	288.9973	725.2321	112.1434	2.933313	1.701001	0.700009	4	-2.28971	-0.89514	-3.32214	-1.57308	-0.48804	-3.53284	"30.1.1"	"signalling.in sugar and nutrient physiology"	NA	NA	NA	NA	-13.5880382057309	64.3335272862403	32.6017537823487
"258568_at"	"At3g04470"	0.01541	0.01541	0.11781	0.900341	4.61939	67.3851	2.8188	0.0473	9.999e-05	0.0894	0.619859	0.505046	0.636149	0.169983	0.881226	1.6618	1.20981	1.805065	1.45352	1.04622	1.879567	-7.93683	-32.977	-27.1989	-22.6673	-44.3372	-28.0216	1.126312	1.528267	0.287618	5	0.732747	0.27478	0.852051	0.539551	0.065186	0.9104	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	4.12738599441018	-12.5333975207606	-13.5219579934039
"258576_at"	"At3g04230"	0.032903	0.032903	0.163347	0.846527	4.66102	41.4435	0.38688	0.0464	9.999e-05	0.6854	-0.65678	-0.48825	-0.91317	-0.71722	-0.08716	0.495618	0.561785	0.91654	0.568945	0.658593	0.966888	-45.9251	-38.7059	13.35044	-41.1571	-31.8852	15.75705	0.704002	1.032995	0.254967	7	-1.0127	-0.83191	-0.12573	-0.81364	-0.60254	-0.04858	"29.2.1.2.1.16"	"protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S16"	NA	NA	NA	NA	5.49326816069129	14.7950639403734	17.2322151712844
"258588_s_at"	"At3g04120"	0.0102	0.0102	0.040942	0.81018	22.9145	11.3075	10.751	2e-04	9e-04	0.0011	4.421102	4.62915	4.422607	4.487122	4.665649	20.23621	19.1193	25.41274	22.7272	26.30536	25.34832	-20.3698	-24.7649	-5.51934	-10.3404	3.77558	15.74397	1.227561	5.092334	0.017847	7	4.338867	4.256958	4.66748	4.506348	4.717285	4.663818	"4.1.9"	"glycolysis.cytosolic branch.glyceraldehyde 3-phosphate dehydrogenase (GAP-DH)"	NA	NA	NA	NA	-0.253494900589226	12.3095678489203	37.5853718493878
"258608_at"	"At3g03020"	0.117644	0.117644	1.184037	0.924299	1.49191	91.6077	5.66749	0.2396	9.999e-05	0.0138	-1.39992	-1.21963	-1.25659	-0.17645	-2.49628	0.326264	0.795967	0.209549	0.536891	0.98372	0.149901	55.69796	279.8474	143.9643	258.1639	556.2475	83.22546	1.683498	0.646261	1.196227	4	-1.61589	-0.32922	-2.25464	-0.8973	-0.02368	-2.73792	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-28.4649413740939	64.557229728073	23.5880381975635
"258612_at"	"At3g02920"	0.028074	0.028074	0.400491	0.94659	2.13794	131.274	10.1173	0.1631	9.999e-05	0.0014	-0.08931	-0.19474	-0.46118	-0.61346	0.64856	0.884093	0.603167	1.557422	0.596821	0.708304	1.577849	-43.2336	-61.2714	-31.7756	-62.175	-55.1095	18.67944	3.117319	1.166952	0.057538	7	-0.17773	-0.72937	0.63916	-0.74463	-0.49756	0.657959	"29.1"	"protein.aa activation"	NA	NA	NA	NA	1.31159056440708	-32.4934141543933	17.430827614906
"258621_at"	"At3g02830"	0.031812	0.031812	0.597274	0.959419	5.49813	184.469	1.39946	0.0323	9.999e-05	0.2754	1.574314	1.394341	1.847087	2.110901	0.494995	3.622777	4.861401	1.499491	3.572854	3.8382	1.324564	141.6004	224.2034	34.18989	169.738	189.7708	7.426729	0.049452	1.805086	0.756706	4	1.857096	2.281372	0.584473	1.837077	1.94043	0.405518	"27.3.11"	"RNA.regulation of transcription.C2H2 zinc finger family"	NA	NA	NA	NA	-11.6657585807451	-1.37803127269496	-21.0474511359997
"258622_at"	"At3g02720"	0.011584	0.011584	0.019571	0.549057	10.0718	4.65298	0.13447	0.0059	0.0255	0.8752	0.87694	0.729953	0.903076	0.72821	0.779053	1.986956	1.745143	1.786225	1.76002	1.572517	1.648542	11.23771	-2.29996	-12.17	6.762204	-4.61165	-10.6534	1.194943	1.181506	0.8301	5	0.99056	0.803345	0.836914	0.815592	0.653076	0.721191	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	-7.70804349955913	-11.4212896511045	-9.89179683269509
"258633_at"	"At3g07990"	0.033936	0.033936	0.037458	0.309733	6.23722	0.253	0.35414	0.0238	0.7795	0.7071	-0.31639	-0.51438	-0.38306	-0.45233	-0.41077	0.840704	0.758615	0.812089	0.69941	0.704123	0.696773	3.523622	-6.58475	-9.76431	0.37848	1.054951	0.67392	1.014753	0.37554	0.961703	1	-0.25033	-0.39856	-0.30029	-0.51579	-0.5061	-0.52124	"29.5.5"	"protein.degradation.serine protease"	NA	NA	NA	NA	-14.1999214371824	-16.8066287302071	-7.18309023681314
"258637_at"	"At3g07880"	0.010179	0.010179	0.045411	0.829215	7.65579	34.2177	0.94826	0.0137	9.999e-05	0.4081	1.056193	0.936062	0.886637	0.860657	1.241089	1.953173	1.921862	2.395379	1.75012	1.715714	2.332576	-18.4608	-19.7679	-1.60308	-24.9705	-26.4455	-1.96594	1.139421	1.448245	0.222958	7	0.96582	0.942505	1.260254	0.807454	0.778809	1.221924	"30.5"	"signalling.G-proteins"	NA	NA	NA	NA	-2.6218398007163	-10.396058106476	-10.7264725563022
"258641_at"	"At3g08030"	0.028717	0.028717	0.069757	0.686344	4.70714	13.6916	1.521	0.0454	3e-04	0.2485	2.522339	2.364122	2.482829	2.203918	2.642944	5.983771	5.08351	6.233909	5.222002	4.175682	6.258218	-4.01253	-18.4539	-15.045	-16.5577	-33.2768	-20.0368	0.757326	1.511654	0.016282	5	2.581055	2.345825	2.640137	2.384603	2.062012	2.645752	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	0.389947944379691	-12.7305841082488	-17.8582908266139
"258650_at"	"At3g09830"	0.11833	0.11833	0.660223	0.863446	7.40589	45.1746	1.76679	0.0151	9.999e-05	0.2026	-0.6478	-0.24495	-0.20467	0.227966	-1.36243	0.735089	0.924407	0.382627	1.024321	1.48384	0.39533	92.11631	141.5949	25.7545	159.1052	275.3421	44.86088	0.967921	1.897549	0.071176	4	-0.44401	-0.1134	-1.38599	0.034668	0.569336	-1.33887	"29.4.1.57"	"protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII"	NA	NA	NA	NA	3.31994344361481	39.3465281074809	60.5180402138885
"258658_at"	"At3g09820"	0.018784	0.018784	0.214759	0.93336	9.61135	106.703	0.96154	0.0069	9.999e-05	0.4033	3.769138	3.58629	3.656982	3.187805	4.188354	13.95209	9.386524	19.35204	11.4047	8.845968	17.17568	-27.9038	-51.496	-32.7232	-33.5997	-48.4971	-22.4357	1.71274	0.408575	1.023436	7	3.802409	3.230591	4.274414	3.511556	3.14502	4.102295	"23.3.2.1"	"nucleotide metabolism.salvage.nucleoside kinases.adenosine kinase"	NA	NA	NA	NA	-11.2461528603703	-18.2581247684039	-5.75885173254764
"258665_at"	"At3g08710"	0.009684	0.009684	0.125245	0.941088	10.6035	117.938	5.1972	0.005	9.999e-05	0.0182	0.256741	0.39464	0.354574	0.688416	-0.06592	1.174276	1.494045	0.972136	1.392209	1.738216	0.938833	20.79335	53.68688	27.23124	48.29151	85.14646	24.85304	2.123052	2.197341	0.31852	4	0.231771	0.579224	-0.04077	0.477376	0.797607	-0.09106	"21.1"	"redox.thioredoxin"	NA	NA	NA	NA	-3.42575524412222	18.5589248183562	16.3429481709052
"258676_at"	"At3g08600"	0.036456	0.036456	0.113616	0.755527	9.48312	19.2501	0.78882	0.0072	9.999e-05	0.4713	0.219822	-0.0332	0.451742	0.008362	-0.18018	1.514965	1.134461	0.919021	1.234733	0.891755	0.847609	64.84544	23.44231	-25.1163	45.67255	5.208408	-27.7775	1.115678	1.68913	0.397767	4	0.599284	0.182007	-0.12183	0.304199	-0.16528	-0.23853	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-7.77044267758844	-18.4975890532124	-21.3939483155437
"258679_at"	"At3g08590"	0.012364	0.012364	0.04905	0.80794	1.31849	27.3153	5.0866	0.2677	9.999e-05	0.0195	2.377482	2.432427	2.509847	2.540833	2.164185	6.032571	5.42115	4.290287	5.377446	6.246578	4.682552	40.60998	26.3587	-10.1353	14.84006	33.40114	16.16255	1.063229	1.713943	0.892858	4	2.592773	2.438599	2.101074	2.426921	2.643066	2.227295	"4.1.13"	"glycolysis.cytosolic branch.phosphoglycerate mutase"	NA	NA	NA	NA	9.14309462280729	-10.8597975887893	15.2260682696476
"258684_at"	"At3g08680"	0.03696	0.03696	0.289836	0.902842	7.60144	69.3401	1.07542	0.014	9.999e-05	0.3646	1.019952	0.791857	1.05835	0.276428	1.382935	2.24037	1.380285	2.69662	1.935843	1.062815	2.52226	-16.9193	-48.8143	-38.3903	-23.2497	-57.8626	-45.0981	0.703139	1.867954	0.311322	5	1.163737	0.464966	1.431152	0.952962	0.087891	1.334717	"30.2.3"	"signalling.receptor kinases.leucine rich repeat III"	NA	NA	NA	NA	-6.46587209172963	-13.5927101327013	-23.0003223971861
"258691_at"	"At3g08630"	0.050225	0.050225	0.584505	0.934531	6.85969	109.48	0.91155	0.0186	9.999e-05	0.4218	-0.7804	-1.03299	-0.69377	-1.82526	-0.20105	0.647104	0.327657	0.930759	0.59066	0.243034	0.813052	-30.4757	-64.7968	-49.3656	-27.3528	-70.1084	-58.8538	0.316808	1.819873	0.626847	5	-0.62793	-1.60974	-0.10352	-0.7596	-2.04077	-0.29858	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-12.6463456168568	-8.72255464345763	-25.8267029240944
"258692_at"	"At3g08640"	0.009605	0.009605	0.023652	0.690598	2.21812	9.69724	6.21159	0.1558	0.0017	0.0101	1.221503	1.284315	1.148193	1.235168	1.375366	2.337449	2.193044	2.473649	2.101547	2.526959	2.720915	-5.50604	-11.3438	-6.17788	-22.7632	-7.12836	20.24276	1.135897	2.026822	1.18874	7	1.224935	1.132935	1.306641	1.071452	1.337402	1.444092	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	9.9960018579839	-10.0922843664183	15.2260966948224
"258705_at"	"At3g09470"	0.030432	0.030432	0.124461	0.813706	4.91698	31.2902	0.778	0.0414	9.999e-05	0.4759	-0.74383	-0.91029	-0.8632	-0.46515	-1.15283	0.556564	0.795024	0.481237	0.542983	0.660042	0.420305	15.65278	65.20416	42.84495	29.18781	57.03869	21.55843	0.093892	1.348015	0.876463	4	-0.84538	-0.33093	-1.05518	-0.88102	-0.59937	-1.25049	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-12.6615368311248	-2.44015063856088	-16.9783553704039
"258715_at"	"At3g09630"	0.01762	0.01762	0.281357	0.952286	2.05208	155.245	3.85078	0.1712	9.999e-05	0.0431	4.032918	3.95109	3.96167	3.422913	4.591431	17.38917	10.5777	23.84614	13.95996	10.87445	24.37243	-27.0776	-55.6419	-39.1708	-42.7223	-55.3821	-22.1026	2.002795	0.169861	0.129843	7	4.120117	3.402954	4.575684	3.803223	3.442871	4.607178	"29.2.1.2.2.141"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L4/L1"	NA	NA	NA	NA	2.2070238621429	-19.7203776833512	2.80543029202945
"258731_at"	"At3g11880"	0.017038	0.017038	0.228388	0.943162	5.61001	126.252	4.38746	0.0308	9.999e-05	0.0303	-0.67935	-0.54631	-0.60148	-0.10004	-1.13696	0.58608	0.889718	0.46696	0.741167	0.978409	0.442795	25.5098	90.5342	51.80823	67.38381	120.9623	32.00934	2.233507	0.804335	0.37837	4	-0.77083	-0.16858	-1.09863	-0.43213	-0.03149	-1.17529	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	-5.17496145280109	26.4617458367458	9.96843943811409
"258735_at"	"At3g05880"	0.04768	0.04768	0.095295	0.618785	7.45581	7.98541	0.75753	0.0148	0.0039	0.4849	4.127916	3.871338	4.206462	4.042297	3.750122	19.08321	18.81758	14.88212	17.86038	14.42587	12.1656	28.22913	26.44421	-1.39197	46.81048	18.57912	-19.2298	0.222272	1.611118	1.108005	4	4.254232	4.234009	3.895508	4.158691	3.850586	3.604736	"20.2.3"	"stress.abiotic.drought/salt"	NA	NA	NA	NA	-18.2535821509301	-6.40788420815996	-23.3383357477423
"258736_at"	"At3g05900"	0.029644	0.029644	0.479505	0.952897	6.64062	156.03	1.7864	0.0203	9.999e-05	0.1994	-0.72072	-0.91165	-0.1687	-0.57343	-1.70642	0.889693	0.758873	0.330917	0.889595	0.595107	0.283736	168.8572	129.3244	-14.704	213.5292	109.7397	-33.1036	0.000395	1.963826	1.06014	4	-0.16862	-0.39807	-1.59546	-0.16878	-0.74878	-1.81738	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	-14.2576537319026	-0.0110150355234819	-21.5801589989366
"258742_at"	"At3g05800"	0.079156	0.079156	0.304471	0.801921	6.04498	25.839	3.2727	0.0257	9.999e-05	0.0643	-0.58373	-0.8814	-0.31128	-0.56012	-1.32629	0.86203	0.864489	0.398624	0.753474	0.532126	0.398961	116.2515	116.8684	0.28529	88.85906	33.37793	-29.377	0.386766	2.545595	0.002098	4	-0.21419	-0.21008	-1.3269	-0.40837	-0.91016	-1.32568	"27.3.6"	"RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family"	NA	NA	NA	NA	0.0845408204222605	-12.5930652065473	-38.4461803446892
"258751_at"	"At3g05890"	0.049535	0.049535	3.088802	0.987781	5.0975	644.188	0.05367	0.0383	9.999e-05	0.9479	-1.32864	-1.54488	-1.90861	-3.16351	0.761841	0.291654	0.11964	1.808734	0.24324	0.104112	1.589641	-83.8752	-93.3854	-58.9788	-84.6985	-93.4506	-57.1977	0.772524	0.656159	0.595441	7	-1.77767	-3.06323	0.85498	-2.03955	-3.26379	0.668701	"20.2.3"	"stress.abiotic.drought/salt"	NA	NA	NA	NA	-12.1130580837204	-16.5998066201732	-12.9789368104313
"258755_at"	"At3g11950"	0.026812	0.026812	0.175473	0.883582	6.20109	56.8038	0.98053	0.0241	9.999e-05	0.3966	2.538778	2.363308	2.808024	2.607483	1.937622	7.624612	6.62605	3.883938	6.43252	5.605395	3.778268	96.31141	70.60134	-13.0966	70.2505	48.35885	-12.8585	1.069425	1.271517	0.133389	4	2.930664	2.728149	1.95752	2.685384	2.486816	1.917725	"16.1.3"	"secondary metabolism.isoprenoids.tocopherol biosynthesis"	NA	NA	NA	NA	-2.72069224585974	-15.634789022707	-15.4036718708733
"258759_at"	"At3g10800"	0.0256	0.0256	0.076477	0.744962	4.59107	20.3081	0.82135	0.0479	9.999e-05	0.4576	-0.68393	-0.5364	-0.4856	-0.43695	-0.90796	0.67044	0.682362	0.527199	0.760822	0.799677	0.538743	27.17014	29.43161	1.7783	41.22152	48.43384	5.107091	0.740893	1.221083	0.104623	4	-0.57682	-0.55139	-0.92358	-0.39437	-0.32251	-0.89233	"27.3.35"	"RNA.regulation of transcription.bZIP transcription factor family"	NA	NA	NA	NA	2.18968548878128	13.4809975538452	17.1924872721517
"258773_at"	"At3g10730"	0.015301	0.015301	0.107705	0.891763	4.67216	61.1292	2.64285	0.0462	9.999e-05	0.1019	-0.60895	-0.72401	-0.77026	-0.94672	-0.28247	0.624161	0.558942	0.807974	0.550758	0.481564	0.836641	-22.7498	-30.8218	-10.4491	-34.1703	-42.4407	-12.5634	1.032155	1.588848	0.241626	7	-0.68001	-0.83923	-0.30762	-0.86051	-1.0542	-0.25732	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	3.54801020824928	-11.7602669823972	-13.843654618905
"258783_at"	"At3g11760"	0.036968	0.036968	0.276842	0.89826	4.47389	63.4798	4.6805	0.0505	9.999e-05	0.0251	-0.88619	-1.0612	-1.04858	-1.47467	-0.39783	0.49966	0.42824	0.740166	0.46775	0.302325	0.778317	-32.4934	-42.1427	-14.2939	-39.9024	-61.1566	-35.3662	0.257522	2.706834	0.221029	7	-1.00098	-1.22351	-0.43408	-1.09619	-1.72583	-0.36157	"35.2"	"not assigned.unknown"	NA	NA	NA	NA	5.15438428676811	-6.38634271304487	-29.4029049131328
"258786_at"	"At3g11820"	0.05545	0.05545	0.354216	0.880729	7.42868	53.3384	2.06633	0.015	9.999e-05	0.1591	0.463881	0.740072	0.886312	1.025574	-0.10596	1.653199	1.717893	0.923856	2.066749	2.412465	0.934548	78.94547	85.9481	3.913277	121.1497	158.1426	16.72754	0.945743	2.019165	0.035355	4	0.72526	0.78064	-0.11426	1.047363	1.270508	-0.09766	"31.4"	"cell.vesicle transport"	NA	NA	NA	NA	1.157323219203	25.0151373186168	40.4316217599117
"258788_at"	"At3g11780"	0.012597	0.012597	0.329531	0.970874	5.86917	258.914	3.94716	0.0276	9.999e-05	0.0404	1.055108	0.938097	1.088623	1.585022	0.316162	2.090906	3.316391	1.293771	2.163126	2.714017	1.198095	61.61331	156.3353	58.61025	80.54719	126.5278	25.46735	0.221646	2.660113	0.740873	4	1.064128	1.729614	0.371582	1.113118	1.44043	0.260742	"35.1"	"not assigned.no ontology"	NA	NA	NA	NA	-7.39512633997826	3.4540051059206	-18.1635398238627
